ID,dr_doi,primary,rel_pub_url,rel_pub_has_ref,journal_name,publisher,date published
1096,doi:10.5066/F7DV1H2F,TRUE,https://doi.org/10.1016/j.tiv.2017.10.030,FALSE,Development of a dual luciferase activity and fluorescamine protein assay adapted to a 384 micro-well plate format: Reducing variability in human luciferase transactivation cell lines aimed at endocrine active substances,Elsevier BV,
1097,doi:10.5066/P9F4YR6P,TRUE,https://doi.org/10.7717/peerj.6305,TRUE,Relative abundance and molecular evolution of Lake Sinai Virus (Sinaivirus) clades,PeerJ,"{'date-parts': [[2019, 3, 21]]}"
1098,doi:10.5066/F77M061X,TRUE,https://doi.org/10.3133/ofr20161137,FALSE,"Quality of surface-water supplies in the Triangle Area of North Carolina, water years 2012–13",US Geological Survey,{'date-parts': [[2016]]}
1099,doi:10.5066/P992YTCO,TRUE,https://doi.org/10.1017/inp.2019.7,TRUE,Establishment of Salsola tragus on aeolian sands: A Southern Colorado Plateau case study,Cambridge University Press (CUP),"{'date-parts': [[2019, 5, 2]]}"
1100,doi:10.5066/F7FN14QN,TRUE,https://doi.org/10.1080/08997659.2017.1365780,TRUE,"Detection ofNanophyetus salmincolain Water, Snails, and Fish Tissues by Quantitative Polymerase Chain Reaction",Wiley,"{'date-parts': [[2017, 8, 14]]}"
1101,doi:10.5066/P9SY23J3,TRUE,https://doi.org/10.1007/s10980-018-0734-9,TRUE,Vegetative and geomorphic complexity at tributary junctions on the Colorado and Dolores Rivers: a blueprint for riparian restoration,Springer Science and Business Media LLC,"{'date-parts': [[2018, 11, 9]]}"
1102,doi:10.5066/P9HDRZM0,TRUE,https://doi.org/10.1002/etc.4206,TRUE,"Acute toxicity of sodium chloride and potassium chloride to a unionid mussel (Lampsilis siliquoidea
) in water exposures",Wiley,"{'date-parts': [[2018, 7, 26]]}"
1103,doi:10.5066/F7CR5RW8,TRUE,https://doi.org/10.1016/j.csr.2017.09.005,FALSE,"Ephemeral seafloor sedimentation during dam removal: Elwha River, Washington",Elsevier BV,
1104,doi:10.5066/P9F8DV8O,TRUE,https://doi.org/10.1007/s10592-019-01234-9,TRUE,Temporal variation in genetic structure within the threatened spectacled eider,Springer Science and Business Media LLC,"{'date-parts': [[2019, 11, 9]]}"
1105,doi:10.5066/F7RB73V0,TRUE,https://doi.org/doi:10.1111/eva.12627,TRUE,"Quantifying functional connectivity: The role of breeding habitat, abundance, and landscape features on range-wide gene flow in sage-grouse",Wiley,"{'date-parts': [[2018, 5, 12]]}"
1106,doi:10.5066/F728063T,TRUE,https://doi.org/10.3996/122016-JFWM-093,FALSE,Genetic Mark–Recapture Improves Estimates of Maternity Colony Size for Indiana Bats,U.S. Fish and Wildlife Service,"{'date-parts': [[2017, 11, 3]]}"
1107,doi:10.5066/P9Y6YWG9,TRUE,https://doi.org/10.3133/sir20195053,FALSE,Assessing potential effects of highway and urban runoff on receiving streams in total maximum daily load watersheds in Oregon using the stochastic empirical loading and dilution model,US Geological Survey,{'date-parts': [[2019]]}
1108,doi:10.5066/P9BVAURT,TRUE,https://doi.org/10.1080/01431161.2019.1582112,TRUE,"The potential role of very high-resolution imagery to characterise lake, wetland and stream systems across the Prairie Pothole Region, United States",Informa UK Limited,"{'date-parts': [[2019, 2, 18]]}"
1109,doi:10.5066/F7KW5D4H,TRUE,https://doi.org/10.3133/sir20175006,FALSE,"Water-quality trends in the nation’s rivers and streams, 1972–2012—Data preparation, statistical methods, and trend results",US Geological Survey,{'date-parts': [[2017]]}
1110,doi:10.5066/F7QJ7GHT,TRUE,https://doi.org/10.3133/sir20185062,FALSE,"Geologic framework and hydrogeology of the Rio Rico and Nogales 7.5’ quadrangles, upper Santa Cruz Basin, Arizona, with three-dimensional hydrogeologic model",US Geological Survey,{'date-parts': [[2018]]}
1111,doi:10.5066/F7ZK5FVN,TRUE,https://doi.org/10.1676/16-105.1,FALSE,A simplified field protocol for genetic sampling of birds using buccal swabs,Wilson Ornithological Society,
1112,doi:10.5066/F7RF5T8B,TRUE,https://doi.org/10.1021/acs.est.7b04729,FALSE,Phosphorus Speciation and Solubility in Aeolian Dust Deposited in the Interior American West,American Chemical Society (ACS),"{'date-parts': [[2018, 2, 8]]}"
1113,doi:10.5066/P9LSM5YU,TRUE,https://doi.org/10.3133/ofr20181097,FALSE,"Preliminary evaluation of the hydrogeology and groundwater quality of the Mississippi River Valley Alluvial Aquifer and Memphis Aquifer at the Tennessee Valley Authority Allen Power Plants, Memphis, Shelby County, Tennessee",US Geological Survey,{'date-parts': [[2018]]}
1114,doi:10.5066/F7QC02PQ,TRUE,https://doi.org/10.3133/sim3408,FALSE,"Geologic map of the Fort Morgan 7.5' quadrangle, Morgan County, Colorado",US Geological Survey,{'date-parts': [[2018]]}
1115,doi:10.5066/F7H70F02,TRUE,https://doi.org/10.3391/bir.2018.7.4.17,FALSE,"Introduction and dispersal of non-native bullseye snakehead Channa marulius (Hamilton, 1822) in the canal system of southeastern Florida, USA",Regional Euro-Asian Biological Invasions Centre Oy (REABIC),{'date-parts': [[2018]]}
1116,doi:10.5066/F73J3B61,TRUE,https://doi.org/10.3133/sim3379,FALSE,"Geologic map of the Strawberry Butte 7.5’ quadrangle, Meagher County, Montana",US Geological Survey,{'date-parts': [[2017]]}
1117,doi:10.5066/P986KZEM,TRUE,https://doi.org/10.3133/sir20195127,FALSE,An enhanced hydrologic stream network based on the NHDPlus medium resolution dataset,US Geological Survey,{'date-parts': [[2020]]}
1118,doi:10.5066/P9PY9YBZ,TRUE,https://doi.org/10.1371/journal.pone.0220372,TRUE,"Loggerhead sea turtle (Caretta caretta) diving changes with productivity, behavioral mode, and sea surface temperature",Public Library of Science (PLoS),"{'date-parts': [[2019, 8, 7]]}"
1119,doi:10.5066/P929QS7F,TRUE,https://doi.org/10.5072/N91WBCT8,,,,
1120,doi:10.5066/F7SJ1J3M,TRUE,https://doi.org/10.7717/peerj.3683,TRUE,Lionfish (Pterois spp.) invade the upper-bathyal zone in the western Atlantic,PeerJ,"{'date-parts': [[2017, 8, 17]]}"
1121,doi:10.5066/F71835D8,TRUE,https://doi.org/10.1021/acs.est.7b02667,FALSE,Tree Sampling as a Method to Assess Vapor Intrusion Potential at a Site Characterized by VOC-Contaminated Groundwater and Soil,American Chemical Society (ACS),"{'date-parts': [[2017, 8, 31]]}"
1122,doi:10.5066/F7MK6C54,TRUE,https://doi.org/10.1002/2017TC004619,TRUE,"Thermochronometry Across the Austroalpine-Pennine Boundary, Central Alps, Switzerland: Orogen-Perpendicular Normal Fault Slip on a Major “Overthrust” and Its Implications for Orogenesis",American Geophysical Union (AGU),"{'date-parts': [[2018, 3, 7]]}"
1123,doi:10.5066/F7SN073J,TRUE,https://doi.org/10.1016/j.scitotenv.2016.10.236,FALSE,Similarities and differences in occurrence and temporal fluctuations in glyphosate and atrazine in small Midwestern streams (USA) during the 2013 growing season,Elsevier BV,
1124,doi:10.5066/P9472SZW,TRUE,https://doi.org/10.1002/wsb.407,TRUE,Modeling marbled murrelet (Brachyramphus marmoratus) habitat using LiDAR-derived canopy data,Wiley,"{'date-parts': [[2014, 2, 12]]}"
1125,doi:10.5066/F7DN436B,TRUE,https://dx.doi.org/10.3133/sir20195069,FALSE,"Estimates of long-term mean daily streamflow and annual nutrient and suspended-sediment loads considered for use in regional SPARROW models of the Conterminous United States,  2012 base year",US Geological Survey,{'date-parts': [[2019]]}
1126,doi:10.5066/F7TD9VM1,TRUE,https://doi.org/10.1002/2016WR020197,TRUE,Predicting redox-sensitive contaminant concentrations in groundwater using random forest classification,American Geophysical Union (AGU),"{'date-parts': [[2017, 8, 23]]}"
1127,doi:10.5066/F7HM56Q8,TRUE,https://doi.org/10.1002/lno.10613,TRUE,Disrupted carbon cycling in restored and unrestored urban streams: Critical timescales and controls,Wiley,"{'date-parts': [[2017, 6, 27]]}"
1128,doi:10.5066/F7930RCG,TRUE,https://doi.org/10.3133/ofr20171030,FALSE,"Channel mapping river miles 29–62 of the Colorado River in Grand Canyon National Park, Arizona, May 2009",US Geological Survey,{'date-parts': [[2017]]}
1129,doi:10.5066/P9ZWHABB,TRUE,https://doi.org/10.26077/4ssf-gp94,,,,
1130,doi:10.5066/P9LM0J0F,TRUE,https://doi.org/10.1016/j.scitotenv.2018.02.173,FALSE,Ecotoxicoparasitology of the gastrointestinal tracts of pinnipeds: the effect of parasites on the potential bioavailability of total mercury (THg),Elsevier BV,
1131,doi:10.5066/F71Z43P9,TRUE,https://doi.org/10.5066/F7ZK5FW3,,,,
1132,doi:10.5066/P9GI73P9,TRUE,https://doi.org/10.1016/j.scitotenv.2019.135919,FALSE,"Resolving selenium exposure risk: Spatial, temporal, and tissue-specific variability of an endemic fish in a large, dynamic estuary",Elsevier BV,
1133,doi:10.5066/F72R3PVF,TRUE,https://doi.org/10.3133/sir20175109,FALSE,"Sequence stratigraphy, seismic stratigraphy, and seismic structures of the lower intermediate confining unit and most of the Floridan aquifer system, Broward County, Florida",US Geological Survey,{'date-parts': [[2018]]}
1134,doi:10.5066/P9CNFWOX,TRUE,https://doi.org/10.1111/ecog.04840,TRUE,The historical context of contemporary climatic adaptation: a case study in the climatically dynamic and environmentally complex southwestern United States,Wiley,"{'date-parts': [[2020, 1, 23]]}"
1135,doi:10.5066/F74X5610,TRUE,https://doi.org/10.3133/sir20175013v1,FALSE,The HayWired earthquake scenario—Earthquake hazards,US Geological Survey,{'date-parts': [[2017]]}
1136,doi:10.5066/P9IGLDYE,TRUE,https://doi.org/doi:10.3390/rs11242983,TRUE,High-Resolution and Accurate Topography Reconstruction of Mount Etna from Pleiades Satellite Data,MDPI AG,"{'date-parts': [[2019, 12, 12]]}"
1137,doi:10.5066/P9S25ZKX,TRUE,https://doi.org/10.1177/0309133319839922,TRUE,Advancing barrier island habitat mapping using landscape position information,SAGE Publications,"{'date-parts': [[2019, 4, 11]]}"
1138,doi:10.5066/F7571B94,TRUE,https://doi.org/10.1002/ecy.1995,TRUE,"Macroevolutionary constraints to tolerance: trade-offs with drought tolerance and phenology, but not resistance",Wiley,"{'date-parts': [[2017, 9, 29]]}"
1139,doi:10.5066/F7X63KVF,TRUE,https://doi.org/10.1016/j.ecoser.2017.12.002,FALSE,Quantifying ecosystem service flows at multiple scales across the range of a long-distance migratory species,Elsevier BV,
1140,doi:10.5066/P9G0N0TN,TRUE,https://doi.org/10.3133/sir20185112,FALSE,"Flood-inundation maps for the lower Pawcatuck River in Westerly, Rhode Island, and Stonington and North Stonington, Connecticut",US Geological Survey,{'date-parts': [[2018]]}
1141,doi:10.5066/F7QZ2836,TRUE,https://doi.org/10.3133/sir20165179,FALSE,"Flood-inundation maps for the St. Joseph River at Elkhart, Indiana",US Geological Survey,{'date-parts': [[2017]]}
1142,doi:10.5066/F7TM787C,TRUE,https://doi.org/10.3133/sir20155142,FALSE,"Estimated use of water in the Delaware River Basin in Delaware, New Jersey, New York, and Pennsylvania, 2010",US Geological Survey,{'date-parts': [[2016]]}
1143,doi:10.5066/F7DN4493,TRUE,https://doi.org/10.1111/avsc.12390,TRUE,"Hydrological regime and climate interactively shape riparian vegetation composition along the Colorado River, Grand Canyon",Wiley,"{'date-parts': [[2018, 8, 19]]}"
1144,doi:10.5066/F79K49H7,TRUE,https://doi.org/10.3133/fs20153066,FALSE,"Development of an Assessment Tool for Agricultural Best Management Practice Implementation in the Great Lakes Restoration Initiative Priority Watersheds—Eagle Creek, Tributary to Maumee River, Ohio",US Geological Survey,{'date-parts': [[2015]]}
1145,doi:10.5066/P9U34ACT,TRUE,https://doi.org/10.3133/sir20195095,FALSE,Water resources on Guam—Potential impacts of and adaptive response to climate change,US Geological Survey,{'date-parts': [[2019]]}
1146,doi:10.5066/P9REKH88,TRUE,https://doi.org/10.5066/P9565EY6,,,,
1147,doi:10.5066/F7G15ZQ6,TRUE,https://doi.org/10.3133/ofr20171148,FALSE,Public views of wetlands and waterfowl conservation in the United States—Results of a survey to inform the 2018 update of the North American Waterfowl Management Plan,US Geological Survey,{'date-parts': [[2018]]}
1148,doi:10.5066/P98XHBCY,TRUE,https://doi.org/10.1016/j.scitotenv.2019.135103,FALSE,Nonlinear patterns in mercury bioaccumulation in American alligators are a function of predicted age,Elsevier BV,
1149,doi:10.5066/F75T3HMV,TRUE,https://doi.org/10.1002/2015JF003789,TRUE,A glacier runoff extension to the Precipitation Runoff Modeling System,American Geophysical Union (AGU),"{'date-parts': [[2016, 11, 4]]}"
1150,doi:10.5066/P9FKPZMB,TRUE,https://doi.org/10.1371/journal.pone.0213943,TRUE,Environmental DNA sampling reveals high occupancy rates of invasive Burmese pythons at wading bird breeding aggregations in the central Everglades,Public Library of Science (PLoS),"{'date-parts': [[2019, 4, 10]]}"
1151,doi:10.5066/P99NEI4E,TRUE,https://doi.org/10.1111/ddi.12813,TRUE,Life history characteristics may be as important as climate projections for defining range shifts: An example for common tree species in the intermountain western US,Wiley,"{'date-parts': [[2018, 8, 1]]}"
1152,doi:10.5066/P9K6Q3VL,TRUE,https://doi.org/10.1073/pnas.1814782116,TRUE,Nitrogen-fixing red alder trees tap rock-derived nutrients,Proceedings of the National Academy of Sciences,"{'date-parts': [[2019, 2, 25]]}"
1153,doi:10.5066/F7BP021W,TRUE,https://doi.org/10.1016/j.chemgeo.2018.03.008,FALSE,In situ LA-ICPMS U–Pb dating of cassiterite without a known-age matrix-matched reference material: Examples from worldwide tin deposits spanning the Proterozoic to the Tertiary,Elsevier BV,
1154,doi:10.5066/F7CZ359X,TRUE,https://doi.org/10.3133/sir20165144,FALSE,"Occurrence, distribution, and volume of metals-contaminated sediment of selected streams draining the Tri-State Mining District, Missouri, Oklahoma, and Kansas, 2011–12",US Geological Survey,{'date-parts': [[2016]]}
1155,doi:10.5066/P9FNHR4Z,TRUE,https://doi.org/10.5194/bg-14-1739-2017,TRUE,Divergence of seafloor elevation and sea level rise in coral reef ecosystems,Copernicus GmbH,"{'date-parts': [[2017, 4, 20]]}"
1156,doi:10.5066/F7SN085V,TRUE,https://doi.org/10.1002/2017WR021970,TRUE,On the Sensitivity of Annual Streamflow to Air Temperature,American Geophysical Union (AGU),"{'date-parts': [[2018, 4, 2]]}"
1157,doi:10.5066/F7VH5N43,TRUE,https://doi.org/10.1016/j.dsr2.2018.02.006,FALSE,A multi-species synthesis of satellite telemetry data in the Pacific Arctic (1987–2015): Overlap of marine mammal distributions and core use areas,Elsevier BV,
1158,doi:10.5066/F7542MXV,TRUE,https://doi.org/10.3133/sir20185165,FALSE,Using acoustic Doppler velocity meters to estimate suspended sediment along the lower Minnesota and Mississippi Rivers,US Geological Survey,{'date-parts': [[2019]]}
1159,doi:10.5066/F7H13050,TRUE,https://doi.org/10.1371/journal.pone.0169780,TRUE,"Projected Impacts of Climate, Urbanization, Water Management, and Wetland Restoration on Waterbird Habitat in California’s Central Valley",Public Library of Science (PLoS),"{'date-parts': [[2017, 1, 9]]}"
1160,doi:10.5066/F7BV7DV5,TRUE,https://doi.org/10.3133/sir20175041,FALSE,Hydrogeologic framework and hydrologic conditions of the Piney Point aquifer in Virginia,US Geological Survey,{'date-parts': [[2017]]}
1161,doi:10.5066/F7XD0ZQ4,TRUE,https://doi.org/10.3133/ofr20161072,FALSE,"California State Waters Map Series—Monterey Canyon and vicinity, California",US Geological Survey,{'date-parts': [[2016]]}
1162,doi:10.5066/P96YJRWR,TRUE,https://doi.org/10.1111/tbed.13318,TRUE,Artificial intelligence and avian influenza: Using machine learning to enhance active surveillance for avian influenza viruses,Wiley,"{'date-parts': [[2019, 8, 19]]}"
1163,doi:10.5066/F70V8B0D,TRUE,https://doi.org/10.1080/00028487.2017.1310136,TRUE,"Comparison of Size, Terminal Fall Velocity, and Density of Bighead Carp, Silver Carp, and Grass Carp Eggs for Use in Drift Modeling",Wiley,"{'date-parts': [[2017, 6, 20]]}"
1164,doi:10.5066/F7JD4W2W,TRUE,https://doi.org/10.1371/journal.pone.0195327,TRUE,"Influenza A virus recovery, diversity, and intercontinental exchange: A multi-year assessment of wild bird sampling at Izembek National Wildlife Refuge, Alaska",Public Library of Science (PLoS),"{'date-parts': [[2018, 4, 5]]}"
1165,doi:10.5066/P9GRP7DH,TRUE,https://doi.org/10.3133/sir2019xxxx,,,,
1166,doi:10.5066/F7GF0SS8,TRUE,https://doi.org/10.3133/sir20195023,FALSE,"Erosion monitoring along selected bank locations of the Coosa River in Alabama using terrestrial light detection and ranging (T–lidar) technology, 2014–17",US Geological Survey,{'date-parts': [[2019]]}
1167,doi:10.5066/P9YWMMHG,TRUE,https://doi.org/10.3133/ofr20181125,FALSE,"Hydrologic characteristics and water quality of headwater streams and wetlands at the Allegheny Portage Railroad National Historic Site, Summit area,   Blair and Cambria Counties, Pennsylvania, 2014–16",US Geological Survey,{'date-parts': [[2018]]}
1168,doi:10.5066/F7QN64VT,TRUE,https://doi.org/10.3133/sir20175006,FALSE,"Water-quality trends in the nation’s rivers and streams, 1972–2012—Data preparation, statistical methods, and trend results",US Geological Survey,{'date-parts': [[2017]]}
1169,doi:10.5066/F7Z899M8,TRUE,https://doi.org/10.1016/j.scitotenv.2017.06.156,FALSE,Complex mixtures of dissolved pesticides show potential aquatic toxicity in a synoptic study of Midwestern U.S. streams,Elsevier BV,
1170,doi:10.5066/F7CR5S92,TRUE,https://doi.org/10.1016/j.apgeog.2018.02.005,FALSE,The sensitivity of ecosystem service models to choices of input data and spatial resolution,Elsevier BV,
1171,doi:10.5066/P95AK9HP,TRUE,https://doi.org/10.1890/13-1245.1,FALSE,Spatially explicit modeling of 1992–2100 land cover and forest stand age for the conterminous United States,Wiley,
1172,doi:10.5066/F70G3HN9,TRUE,https://doi.org/10.3133/sir20195055,FALSE,"Use of Set Blanks in Reporting Pesticide Results at the U.S. Geological Survey National Water Quality Laboratory, 2001–15",US Geological Survey,{'date-parts': [[2019]]}
1173,doi:10.5066/F7513W80,TRUE,https://doi.org/10.3133/ofr20151232,FALSE,"California State Waters Map Series—Offshore of Pigeon Point, California",US Geological Survey,{'date-parts': [[2015]]}
1174,doi:10.5066/P9M2B3WB,TRUE,https://doi.org/10.3389/fmars.2019.00552,TRUE,"Physicochemical Controls on Zones of Higher Coral Stress Where Black Band Disease Occurs at Mākua Reef, Kaua‘i, Hawai‘i",Frontiers Media SA,"{'date-parts': [[2019, 9, 18]]}"
1175,doi:10.5066/F76M35BC,TRUE,https://doi.org/10.3133/ofr20171087,FALSE,Greater sage-grouse (<em>Centrocercus urophasianus</em>) nesting and brood-rearing microhabitat in Nevada and California—Spatial variation in selection and survival patterns,US Geological Survey,{'date-parts': [[2017]]}
1176,doi:10.5066/F78051VM,TRUE,https://doi.org/10.3133/fs20173010,FALSE,"Water resources of the Southern Hills regional aquifer system, southeastern Louisiana",US Geological Survey,{'date-parts': [[2017]]}
1177,doi:10.5066/P9E9X66R,TRUE,https://doi.org/10.5194/bg-14-1739-2017,TRUE,Divergence of seafloor elevation and sea level rise in coral reef ecosystems,Copernicus GmbH,"{'date-parts': [[2017, 4, 20]]}"
1178,doi:10.5066/P9S4TWOY,TRUE,https://doi.org/10.1111/icad.12329,TRUE,Insect communities in big sagebrush habitat are altered by wildfire and post‐fire restoration seeding,Wiley,"{'date-parts': [[2018, 11, 8]]}"
1179,doi:10.5066/F7H41PMC,TRUE,https://doi.org/10.1139/cjb-2016-0249,TRUE,Oak mistletoe (Phoradendron villosum) is linked to microhabitat availability and avian diversity in Oregon white oak (Quercus garryana) woodlands,Canadian Science Publishing,
1180,doi:10.5066/P9G5K78F,TRUE,https://doi.org/10.1371/journal.pone.0208106,TRUE,"Invasive rat control is an efficient, yet insufficient, method for recovery of the critically endangered Hawaiian plant hau kuahiwi (Hibiscadelphus giffardianus)",Public Library of Science (PLoS),"{'date-parts': [[2018, 11, 28]]}"
1181,doi:10.5066/P9LBGCPT,TRUE,https://doi.org/10.3390/rs11192317,TRUE,sUAS-Based Remote Sensing of River Discharge Using Thermal Particle Image Velocimetry and Bathymetric Lidar,MDPI AG,"{'date-parts': [[2019, 10, 5]]}"
1182,doi:10.5066/P9IEJHMH,TRUE,https://doi.org/10.3133/sim3418,FALSE,"Geologic framework and hydrostratigraphy of the Edwards and Trinity aquifers within Hays County, Texas",US Geological Survey,{'date-parts': [[2018]]}
1183,doi:10.5066/F7P55MD8,TRUE,https://doi.org/10.1016/j.jconhyd.2019.04.001,FALSE,The complex spatial distribution of trichloroethene and the probability of NAPL occurrence in the rock matrix of a mudstone aquifer,Elsevier BV,
1184,doi:10.5066/P9MOB5E3,TRUE,https://doi.org/10.3390/rs11172005,TRUE,Evaluating k-Nearest Neighbor (kNN) Imputation Models for Species-Level Aboveground Forest Biomass Mapping in Northeast China,MDPI AG,"{'date-parts': [[2019, 8, 25]]}"
1185,doi:10.5066/P9KKB3H2,TRUE,https://doi.org/10.3133/sir20195009,FALSE,"Flood-inundation maps for the Yellow River from River Drive to Centerville Highway, Gwinnett County, Georgia",US Geological Survey,{'date-parts': [[2019]]}
1186,doi:10.5066/P9HRQASS,TRUE,https://doi.org/10.3133/sir20195150,FALSE,"Numerical simulation of groundwater availability in central Moloka‘i, Hawai‘i",US Geological Survey,{'date-parts': [[2020]]}
1187,doi:10.5066/F7C53JCF,TRUE,https://doi.org/10.1674/0003-0031-178.1.64,FALSE,Life History Attributes of Arizona Grasshopper Sparrow (Ammodramus savannarum ammolegus) and Comparisons with Other North American Subspecies,University of Notre Dame,
1188,doi:10.5066/P9IWSJUX,TRUE,https://doi.org/10.2192/URSUS-D-18-00018R2,FALSE,Primarily resident grizzly bears respond to late-season elk harvest,Ursus,
1189,doi:10.5066/P93ONIQT,TRUE,https://doi.org/10.1111/1365-2664.13249,TRUE,Broad‐scale occurrence of a subsidized avian predator: Reducing impacts of ravens on sage‐grouse and other sensitive prey,Wiley,"{'date-parts': [[2018, 9, 8]]}"
1190,doi:10.5066/F7B8569W,TRUE,https://doi.org/10.3133/sir20175017,FALSE,Hydrology of the Claiborne aquifer and interconnection with the Upper Floridan aquifer in southwest Georgia,US Geological Survey,{'date-parts': [[2017]]}
1191,doi:10.5066/F78G8K1F,TRUE,https://doi.org/10.3133/sir20185084 ,FALSE,"Water budget of the upper Chehalis River Basin, southwestern Washington",US Geological Survey,{'date-parts': [[2018]]}
1192,doi:10.5066/F71G0K6G,TRUE,https://doi.org/10.3133/ofr20181077,FALSE,"An initial comparison of pesticides and amphibian pathogens between natural and created wetlands in the New Jersey Pinelands, 2014–16",US Geological Survey,{'date-parts': [[2018]]}
1193,doi:10.5066/P9QJQ6LC,TRUE,https://doi.org/10.3133/imap2723,FALSE,"Geologic map of the Lassen Peak, Chaos Crags, and Upper Hat Creek area, California",US Geological Survey,{'date-parts': [[2002]]}
1194,doi:10.5066/P9AZVU1E,TRUE,https://doi.org/10.5194/bg-14-1739-2017,TRUE,Divergence of seafloor elevation and sea level rise in coral reef ecosystems,Copernicus GmbH,"{'date-parts': [[2017, 4, 20]]}"
1195,doi:10.5066/P9V7F6UX,TRUE,https://doi.org/10.3133/ofr20191071,FALSE,Evaluating barrier island characteristics and piping plover (Charadrius melodus) habitat availability along the U.S. Atlantic Coast—Geospatial approaches and methodology,US Geological Survey,{'date-parts': [[2019]]}
1196,doi:10.5066/P9DQ5INM,TRUE,https://doi.org/10.1016/j.ecolind.2019.105872,FALSE,Using remote sensing products to predict recovery of vegetation across space and time following energy development,Elsevier BV,
1197,doi:10.5066/F7RN360M,TRUE,https://doi.org/10.3133/ofr20161200,FALSE,"Concentration, flux, and trend estimates with uncertainty for nutrients, chloride, and total suspended solids in tributaries of Lake Champlain, 1990–2014",US Geological Survey,{'date-parts': [[2016]]}
1198,doi:10.5066/F7N014PH,TRUE,https://doi.org/10.1016/j.marpolbul.2016.11.044,FALSE,Baseline aquatic contamination and endocrine status in a resident fish of Biscayne National Park,Elsevier BV,
1199,doi:10.5066/P9ZH3R4G,TRUE,https://doi.org/10.1029/2019JG005349,TRUE,Increasing Rates of Carbon Burial in Southwest Florida Coastal Wetlands,American Geophysical Union (AGU),"{'date-parts': [[2020, 2, 18]]}"
1200,doi:10.5066/F747493V,TRUE,https://doi.org/10.3133/sir20175162,FALSE,"Changes in biological communities of the Fountain Creek Basin, Colorado, 2003–2016, in relation to antecedent streamflow, water quality, and habitat",US Geological Survey,{'date-parts': [[2018]]}
1201,doi:10.5066/P95LH274,TRUE,https://doi.org/10.1371/journal.pone.0200203,TRUE,Prioritizing conserved areas threatened by wildfire and fragmentation for monitoring and management,Public Library of Science (PLoS),"{'date-parts': [[2018, 9, 7]]}"
1202,doi:10.5066/P9YUFZJ6,TRUE,https://doi.org/10.1029/2018JF004843,TRUE,"Multidecadal Geomorphic Evolution of a Profoundly Disturbed Gravel Bed River System—A Complex, Nonlinear Response and Its Impact on Sediment Delivery",American Geophysical Union (AGU),"{'date-parts': [[2019, 5, 27]]}"
1203,doi:10.5066/F76972HS,TRUE,https://doi.org/10.1890/ES15-00266.1,TRUE,Effects of climate change on long-term population growth of pronghorn in an arid environment,Wiley,
1204,doi:10.5066/P94ANHV3,TRUE,https://doi.org/10.3996/042018-JFWM-031,FALSE,What Environmental Conditions Reduce Predation Vulnerability for Juvenile Colorado River Native Fishes?,U.S. Fish and Wildlife Service,"{'date-parts': [[2018, 12, 1]]}"
1205,doi:10.5066/F71C1VCC,TRUE,https://doi.org/10.3133/sir20175076,FALSE,"Bathymetric and velocimetric surveys at highway bridges crossing the Missouri and Mississippi Rivers near St. Louis, Missouri, May 23–27, 2016",US Geological Survey,{'date-parts': [[2017]]}
1206,doi:10.5066/P98VVJH2,TRUE,https://doi.org/10.1007/s10695-019-00657-y,TRUE,Impacts of broadband sound on silver (Hypophthalmichthys molitrix) and bighead (H. nobilis) carp hearing thresholds determined using auditory evoked potential audiometry,Springer Science and Business Media LLC,"{'date-parts': [[2019, 6, 19]]}"
1207,doi:10.5066/P9J0B7JR,TRUE,https://doi.org/10.1002/ecs2.2872,TRUE,Designing multi‐scale hierarchical monitoring frameworks for wildlife to support management: a sage‐grouse case study,Wiley,"{'date-parts': [[2019, 9, 25]]}"
1208,doi:10.5066/P90CRK5N,TRUE,https://doi.org/10.1016/j.ecolind.2016.10.024,FALSE,Climate legacy and lag effects on dryland plant communities in the southwestern U.S.,Elsevier BV,
1209,doi:10.5066/P944FPA4,TRUE,https://doi.org/10.3133/ofr20191071,FALSE,Evaluating barrier island characteristics and piping plover (Charadrius melodus) habitat availability along the U.S. Atlantic Coast—Geospatial approaches and methodology,US Geological Survey,{'date-parts': [[2019]]}
1210,doi:10.5066/F7FB524M,TRUE,https://doi.org/10.1016/j.dsr.2018.10.004,FALSE,The influence of seep habitats on sediment macrofaunal biodiversity and functional traits,Elsevier BV,
1211,doi:10.5066/F7513WPC,TRUE,https://doi.org/10.3133/ofr20171083,FALSE,"Barrier island habitat map and vegetation survey—Dauphin Island, Alabama, 2015",US Geological Survey,{'date-parts': [[2017]]}
1212,doi:10.5066/F75X271K,TRUE,https://doi.org/10.3133/sir20175027,FALSE,"Response of currents and water quality to changes in dam operations in Hoover Reservoir, Columbus, Ohio, August 24–28, 2015",US Geological Survey,{'date-parts': [[2017]]}
1213,doi:10.5066/F7ZS2VQR,TRUE,https://doi.org/10.3133/sir20175079,FALSE,"Groundwater discharge by evapotranspiration, flow of water in unsaturated soil, and stable isotope water sourcing in areas of sparse vegetation, Amargosa Desert, Nye County, Nevada",US Geological Survey,{'date-parts': [[2017]]}
1214,doi:10.5066/F73B5ZCD,TRUE,https://doi.org/10.1007/s12237-019-00572-8,TRUE,Impacts of Saltwater Intrusion on Wetland Prey Production and Composition in a Historically Freshwater Marsh,Springer Science and Business Media LLC,"{'date-parts': [[2019, 5, 29]]}"
