has_refs,has_title,title,publisher,pub_year,dr_doi_cited,rel_pub_url,dr_doi
FALSE,TRUE,Documentation for the 2014 update of the United States national seismic hazard maps,US Geological Survey,2014,,https://doi.org/10.3133/ofr20141091,doi:10.5066/P9P77LGZ
FALSE,TRUE,"Water-quality trends in the nationâ€™s rivers and streams, 1972â€“2012â€”Data preparation, statistical methods, and trend results",US Geological Survey,2017,,https://doi.org/10.3133/sir20175006,doi:10.5066/F7TQ5ZS3
TRUE,TRUE,"Effects of flood inundation, invasion by Phalaris arundinacea, and nitrogen enrichment on extracellular enzyme activity in an Upper Mississippi River floodplain forest",Springer Science and Business Media LLC,2019,FALSE,https://doi.org/10.1007/s11273-018-09651-2,doi:10.5066/P9K2RQMG
FALSE,TRUE,Unusual population attributes of invasive red-eared slider turtles (Trachemys scripta elegans) in Japan: do they have a performance advantage?,Regional Euro-Asian Biological Invasions Centre Oy (REABIC),2017,,https://doi.org/10.3391/ai.2017.12.1.10,doi:10.5066/F71C1V2B
TRUE,TRUE,The influence of chick production on territory retention in Arctic-breeding Pacific and Yellow-billed loons,Oxford University Press (OUP),2019,TRUE,https://doi.org/10.1093/condor/duy021,doi:10.5066/F7HH6J9C
TRUE,TRUE,Evolution of Debrisâ€Flow Initiation Mechanisms and Sediment Sources During a Sequence of Postwildfire Rainstorms,American Geophysical Union (AGU),2019,FALSE,https://doi.org/doi:10.1029/2018JF004837,doi:10.5066/P92HVD2T
FALSE,TRUE,Exposure and potential effects of pesticides and pharmaceuticals in protected streams of the US National park Service southeast region,Elsevier BV,,,https://doi.org/10.1016/j.scitotenv.2019.135431,doi:10.5066/P918VCBQ
FALSE,TRUE,Five hydrologic and landscape databases for selected National Wildlife Refuges in the Southeastern United States,US Geological Survey,2017,,https://doi.org/10.3133/ofr20171018,doi:10.5066/F7416V4M
FALSE,TRUE,Stability of temperate coral <em>Astrangia poculata</em> microbiome is reflected across different sequencing methodologies,American Institute of Mathematical Sciences (AIMS),,,https://doi.org/10.3934/microbiol.2019.1.62,doi:10.5066/P9C2XCQQ
FALSE,TRUE,"Bathymetry and capacity of Shawnee Reservoir, Oklahoma, 2016",US Geological Survey,2017,,https://doi.org/10.3133/sim3374,doi:10.5066/F72805SC
TRUE,TRUE,Stable Isotope Analysis Enhances Our Understanding of Diamondback Terrapin (Malaclemys terrapin) Foraging Ecology,Springer Science and Business Media LLC,2018,TRUE,https://doi.org/10.1007/s12237-018-0476-6,doi:10.5066/F7Z89BK7
TRUE,TRUE,Variation in species-level plant functional traits over wetland indicator status categories,Wiley,2017,FALSE,https://doi.org/10.1002/ece3.2975,doi:10.5066/F7BV7DTQ
FALSE,TRUE,"Identifying cost-effective invasive species control to enhance endangered species populations in the Grand Canyon, USA",Elsevier BV,,,https://doi.org/10.1016/j.biocon.2018.01.032,doi:10.5066/P9K16QPJ
,,,,,,,
FALSE,TRUE,Hydrologic assessment of the Edwin B. Forsythe National Wildlife Refuge,US Geological Survey,2018,,https://doi.org/10.3133/sir20175088,doi:10.5066/F78G8JMN
TRUE,TRUE,Accounting for sampling patterns reverses the relative importance of trade and climate for the global sharing of exotic plants,Wiley,2017,FALSE,https://doi.org/10.1111/geb.12577,doi:10.5066/F7Z31WSS
TRUE,TRUE,Feather mercury concentrations in North American raptors sampled at migration monitoring stations,Springer Science and Business Media LLC,2019,FALSE,https://doi.org/10.1007/s10646-019-02016-2,doi:10.5066/P9QS39Z5
FALSE,TRUE,"Flood-inundation maps for the lower Pawcatuck River in Westerly, Rhode Island, and Stonington and North Stonington, Connecticut",US Geological Survey,2018,,https://doi.org/10.3133/sir20185112,doi:10.5066/F7610Z80
TRUE,TRUE,Paltry past-precipitation: Predisposing prairie dogs to plague?,Wiley,2017,FALSE,https://doi.org/10.1002/jwmg.21281,doi:10.5066/F71G0K17
FALSE,TRUE,"Flood-inundation maps for the Meramec River at Valley Park and at Fenton, Missouri, 2017",US Geological Survey,2017,,https://doi.org/10.3133/sir20175116,doi:10.5066/F7ZG6R5R
TRUE,TRUE,Estimation of Base Flow by Optimal Hydrograph Separation for the Conterminous United States and Implications for National-Extent Hydrologic Models,MDPI AG,2019,TRUE,https://doi.org/10.3390/w11081629,doi:10.5066/P9XF3C11
TRUE,TRUE,Applying the Community Ice Sheet Model to evaluate PMIP3 LGM climatologies over the North American ice sheets,Springer Science and Business Media LLC,2019,TRUE,https://doi.org/10.1007/s00382-019-04663-x,doi:10.5066/F7ZK5FK2
FALSE,TRUE,"Water-quality trends in the nationâ€™s rivers and streams, 1972â€“2012â€”Data preparation, statistical methods, and trend results",US Geological Survey,2017,,https://doi.org/10.3133/sir20175006,doi:10.5066/F7D798JN
TRUE,TRUE,"Mercury and selenium concentrations in fishes of the Upper Colorado River Basin, southwestern United States: A retrospective assessment",Public Library of Science (PLoS),2020,FALSE,https://doi.org/10.1371/journal.pone.0226824,doi:10.5066/F71N802D
FALSE,TRUE,Effects of an Extreme Flood on Trace Elements in River Waterâ€”From Urban Stream to Major River Basin,American Chemical Society (ACS),2017,,https://doi.org/10.1021/acs.est.7b01767,doi:10.5066/F76Q1VCC
,,,,,,,
FALSE,TRUE,"Development of a hydraulic model and flood-inundation maps for the Wabash River near the Interstate 64 Bridge near Grayville, Illinois",US Geological Survey,2018,,https://doi.org/10.3133/sir20175140,doi:10.5066/F78P5ZCD
TRUE,TRUE,Controls of Multimodal Wave Conditions in a Complex Coastal Setting,American Geophysical Union (AGU),2017,FALSE,https://doi.org/10.1002/2017GL075272,doi:10.5066/F7N29V2V
FALSE,TRUE,"Shoreline erosion at selected areas along Lake Sharpe on the Lower Brule Reservation in South Dakota, 1966â€“2015",US Geological Survey,2018,,https://doi.org/10.3133/sir20185058,doi:10.5066/F7H130XV
FALSE,TRUE,"Water-level altitudes 2017 and water-level changes in the Chicot, Evangeline, and Jasper Aquifers and compaction 1973â€“2016 in the Chicot and Evangeline Aquifers, Houston-Galveston region, Texas",US Geological Survey,2017,,https://doi.org/10.3133/sir20175080,doi:10.5066/F77S7M18
FALSE,TRUE,"Spatially referenced models of streamflow and nitrogen, phosphorus, and suspended-sediment loads in the southeastern United States",US Geological Survey,2019,,https://doi.org/10.3133/sir20195135,doi:10.5066/P9A682GW
FALSE,TRUE,"Revised groundwater-flow model of the glacial aquifer system north of Aberdeen, South Dakota, through water year 2015",US Geological Survey,2018,,https://doi.org/10.3133/sir20185137,doi:10.5066/P9JVNFLY
FALSE,TRUE,Metamorphosis Affects Metal Concentrations and Isotopic Signatures in a Mayfly (Baetis tricaudatus): Implications for the Aquatic-Terrestrial Transfer of Metals,American Chemical Society (ACS),2017,,https://doi.org/10.1021/acs.est.6b05471,doi:10.5066/F72V2D85
FALSE,TRUE,"Collection, processing, and quality assurance of time-series electromagnetic-induction log datasets, 1995â€“2016, south Florida",US Geological Survey,2016,,https://doi.org/10.3133/ofr20161194,doi:10.5066/F70R9NPF
TRUE,TRUE,Quantifying hydrologic controls on local- and landscape-scale indicators of coastal wetland loss,Oxford University Press (OUP),2019,TRUE,https://doi.org/10.1093/aob/mcz144,doi:10.5066/P9SXJX2T
FALSE,TRUE,"Winter swarming behavior by the exotic cladoceran Daphnia lumholtzi Sars, 1885 in a Kentucky (USA) reservoir",Regional Euro-Asian Biological Invasions Centre Oy (REABIC),2018,,https://doi.org/10.3391/bir.2018.7.1.06,doi:10.5066/F7BZ657V
FALSE,TRUE,"Estimates of water use and trends in the Colorado River Basin, Southwestern United States, 1985â€“2010",US Geological Survey,2018,,https://doi.org/10.3133/sir20185049,doi:10.5066/F7P84B5G
FALSE,TRUE,Understanding the influence of nutrients on stream ecosystems in agricultural landscapes,US Geological Survey,2018,,https://doi.org/10.3133/cir1437,doi:10.5066/F7QZ286J
TRUE,TRUE,The past and future roles of competition and habitat in the rangeâ€wide occupancy dynamics of Northern Spotted Owls,Wiley,2019,FALSE,https://doi.org/10.1002/eap.1861,doi:10.5066/P9O0IIRH
FALSE,TRUE,"Assessment of bird exposure to lead at Tyndall and Beale Air Force Bases, 2016â€“17",US Geological Survey,2019,,https://doi.org/10.3133/sir20185164,doi:10.5066/P92YXMQ2
FALSE,TRUE,Associations of wintering birds with habitat in semidesert and plains grasslands in Arizona,Southwestern Association of Naturalists,,,https://doi.org/10.1894/F07-GDS-13.1,doi:10.5066/P9OGPKHF
TRUE,TRUE,Mercury Concentrations Vary Within and Among Individual Bird Feathers: A Critical Evaluation and Guidelines for Feather Use in Mercury Monitoring Programs,Wiley,2019,FALSE,https://doi.org/10.1002/etc.4430,doi:10.5066/P9GBDP8C
FALSE,TRUE,Compilation of geospatial data for the mineral industries and related infrastructure of Latin America and the Caribbean,US Geological Survey,2017,,https://doi.org/10.3133/ofr20171079,doi:10.5066/F7GQ6VWG
FALSE,TRUE,"Water-quality, bed-sediment, and biological data (October 2015 through September 2016) and statistical summaries of data for streams in the Clark Fork Basin, Montana",US Geological Survey,2018,,https://doi.org/10.3133/ofr20171136,doi:10.5066/F79C6WDM
TRUE,TRUE,The Long-Term Effects of Hurricanes Wilma and Irma on Soil Elevation Change in Everglades Mangrove Forests,Springer Science and Business Media LLC,2019,TRUE,https://doi.org/10.1007/s10021-019-00446-x,doi:10.5066/F7348HNP
FALSE,TRUE,"Relating cyanobacteria and physicochemical water-quality properties in Willow Creek Lake, Nebraska, 2012â€“14",US Geological Survey,2018,,https://doi.org/10.3133/sir20185121,doi:10.5066/P9RBDQI5
TRUE,TRUE,Analysis of vegetation recovery surrounding a restored wetland using the normalized difference infrared index (NDII) and normalized difference vegetation index (NDVI),Informa UK Limited,2018,FALSE,https://doi.org/10.1080/01431161.2018.1437297,doi:10.5066/F798867T
FALSE,TRUE,"Regression models for estimating sediment and nutrient concentrations and loads at the Iroquois River near Foresman, Indiana, March 2015 through July 2018",US Geological Survey,2019,,https://doi.org/10.3133/sir20195087,doi:10.5066/P91FL2GY
TRUE,TRUE,Implications of introgression for wildlife translocations: the case of North American martens,Springer Science and Business Media LLC,2018,TRUE,https://doi.org/10.1007/s10592-018-1120-5,doi:10.5066/P9V1L0SI
TRUE,TRUE,"Reproductive strategy, spawning induction, spawning temperatures and early life history of captive sicklefin chubMacrhybopsis meeki",Wiley,2017,FALSE,https://doi.org/10.1111/jfb.13329,doi:10.5066/F70P0X9Q
TRUE,TRUE,Compositional Signatures in Acoustic Backscatter Over Vegetated and Unvegetated Mixed Sand-Gravel Riverbeds,American Geophysical Union (AGU),2017,FALSE,https://doi.org/10.1002/2017JF004302,doi:10.5066/F7B56HM0
FALSE,TRUE,Landsat time series analysis of fractional plant cover changes on abandoned energy development sites,Elsevier BV,,,https://doi.org/10.1016/j.jag.2018.07.008,doi:10.5066/P9VTGGY0
FALSE,TRUE,"Suspended sediment, turbidity, and stream water temperature in the Sauk River Basin, western Washington, water years 2012-16",US Geological Survey,2017,,https://doi.org/10.3133/sir20175113,doi:10.5066/F77S7MNB
TRUE,TRUE,A tale of two wildfires; testing detection and prediction of invasive species distributions using models fit with topographic and spectral indices,Springer Science and Business Media LLC,2018,FALSE,https://doi.org/doi:10.1007/s10980-018-0644-x,doi:10.5066/P9W0VF4F
TRUE,TRUE,The Role of the Upper Tidal Estuary in Wetland Blue Carbon Storage and Flux,American Geophysical Union (AGU),2018,FALSE,https://doi.org/10.1029/2018GB005897,doi:10.5066/F7TM7930
TRUE,TRUE,Weathering of Oil in a Surficial Aquifer,Wiley,2017,FALSE,https://doi.org/10.1111/gwat.12619,doi:10.5066/F75Q4TJ1
FALSE,TRUE,Biophysical assessment for indemnity selection of Federal Lands in Colorado,US Geological Survey,2018,,https://doi.org/10.3133/ofr20181167,doi:10.5066/F7GT5MGV
FALSE,TRUE,"THRESHâ€”Software for tracking rainfall thresholds for landslide and debris-flow occurrence, user manual",US Geological Survey,2018,,https://doi.org/10.3133/tm14A2,doi:10.5066/F7Q23XR0
TRUE,TRUE,Defining the Limits of Spectrally Based Bathymetric Mapping on a Large River,MDPI AG,2019,FALSE,https://doi.org/10.3390/rs11060665,doi:10.5066/P9K54WDL
FALSE,TRUE,"Streamflow Gain and Loss, Hydrograph Separation, and Water Quality of Abandoned Mine Lands in the Daniel Boone National Forest, Eastern Kentucky, 2015â€“17",US Geological Survey,2019,,https://doi.org/10.3133/sir20195006,doi:10.5066/F7FX78D9
FALSE,TRUE,"Waterbird Habitat in California's Central Valley Basins Under Climate, Urbanization, and Water Management Scenarios",U.S. Fish and Wildlife Service,2018,,https://doi.org/10.3996/122016-JFWM-095,doi:10.5066/F7NV9GDQ
FALSE,TRUE,"Preliminary assessment of a water-quality monitoring program for total maximum daily loads in Johnson County, Kansas, January 2015 through June 2016",US Geological Survey,2017,,https://doi.org/10.3133/sir20175089,doi:10.5066/F7GT5M2G
TRUE,TRUE,Identification of Bighead Carp and Silver Carp early-life environments and inferring Lock and Dam 19 passage in the Upper Mississippi River: insights from otolith chemistry,Springer Science and Business Media LLC,2018,FALSE,https://doi.org/10.1007/s10530-018-1881-2,doi:10.5066/P9X29HBX
FALSE,TRUE,Observations of Raccoon (Procyon lotor) Predation on the Invasive Maculata Apple Snail (Pomacea maculata) in Southern Louisiana,Humboldt Field Research Institute,,,https://doi.org/10.1656/058.016.0302,doi:10.5066/F7N87807
FALSE,TRUE,"Flow hydraulics and mixing characteristics in and downstream from Brandon Road Lock, Joliet, Illinois",US Geological Survey,2018,,https://doi.org/10.3133/sir20185094,doi:10.5066/F77W69B7
FALSE,TRUE,"Lithologic descriptions, geophysical logs, and source-rock geochemistry of the U.S. Geological Survey Alcova Reservoir ARâ€“1â€“13 Core Hole, Natrona County, Wyoming",US Geological Survey,2019,,https://doi.org/10.3133/sir20195123,doi:10.5066/P9J7FJQU
TRUE,TRUE,Divergence of seafloor elevation and sea level rise in coral reef ecosystems,Copernicus GmbH,2017,FALSE,https://doi.org/10.5194/bg-14-1739-2017,doi:10.5066/P9DMITW8
FALSE,TRUE,Effects of urban multi-stressors on three stream biotic assemblages,Elsevier BV,,,https://doi.org/10.1016/j.scitotenv.2018.12.240,doi:10.5066/P9L86OG8
FALSE,TRUE,"Non-native marine fishes in Florida: updated checklist, population status and early detection/rapid response",Regional Euro-Asian Biological Invasions Centre Oy (REABIC),2019,,https://doi.org/10.3391/bir.2019.8.4.18,doi:10.5066/P9L7JPY4
TRUE,TRUE,Shrub persistence and increased grass mortality in response to drought in dryland systems,Wiley,2019,FALSE,https://doi.org/10.1111/gcb.14667,doi:10.5066/P90C8ORJ
FALSE,TRUE,Rapid pre-concentration of mercury in solids and water for isotopic analysis,Elsevier BV,,,https://doi.org/10.1016/j.aca.2018.12.026,doi:10.5066/P9GU2R16
FALSE,TRUE,Understanding organic matter heterogeneity and maturation rate by Raman spectroscopy,Elsevier BV,,,https://doi.org/10.1016/j.coal.2019.03.009,doi:10.5066/P975KILE
TRUE,TRUE,Soil surface elevation dynamics in a mangrove-to-marsh ecotone characterized by vegetation shifts,Springer Science and Business Media LLC,2020,TRUE,https://doi.org/10.1007/s10750-019-04170-4,doi:10.5066/P9XZYJ2X
FALSE,TRUE,"Multiple-source tracking: Investigating sources of pathogens, nutrients, and sediment in the Upper Little River Basin, Kentucky, water years 2013â€“14",US Geological Survey,2017,,https://doi.org/10.3133/sir20175086,doi:10.5066/F7ZS2TPW
FALSE,TRUE,"Monitoring the water-quality response of agricultural conservation practices in the Bucks Branch watershed, Sussex County, Delaware, 2014â€“16",US Geological Survey,2018,,https://doi.org/10.3133/sir20185020,doi:10.5066/F77H1HK5
FALSE,TRUE,Methane and nitrous oxide temporal and spatial variability in two midwestern USA streams containing high nitrate concentrations,Elsevier BV,,,https://doi.org/10.1016/j.scitotenv.2019.05.374,doi:10.5066/F7TH8KWZ
FALSE,TRUE,Variation in Plant Defense Suppresses Herbivore Performance,Elsevier BV,,,https://doi.org/10.1016/j.cub.2018.04.070,doi:10.5066/P9K11LGN
TRUE,TRUE,Refining the cheatgrass-fire cycle in the Great Basin: Precipitation timing and fine fuel composition predict wildfire trends,Wiley,2017,FALSE,https://doi.org/10.1002/ece3.3414,doi:10.5066/F75H7F5M
TRUE,TRUE,Effects of invasive plants on fire regimes and postfire vegetation diversity in an arid ecosystem,Wiley,2019,FALSE,https://doi.org/10.1002/ece3.5650,doi:10.5066/P9GUST4Q
FALSE,TRUE,"Bull trout (<em>Salvelinus confluentus</em>) telemetry and associated habitat data collected in a geodatabase from the upper Boise River, southwestern Idaho",US Geological Survey,2017,,https://doi.org/10.3133/ds1042,doi:10.5066/F7MG7MQJ
TRUE,TRUE,"Simulating Land Cover Change Impacts on Groundwater Recharge under Selected Climate Projections, Maui, HawaiÊ»i",MDPI AG,2019,FALSE,https://doi.org/10.3390/rs11243048,doi:10.5066/P976IWWS
FALSE,TRUE,Nanoscale Molecular Fractionation of Organic Matter within Unconventional Petroleum Source Beds,American Chemical Society (ACS),2019,,https://doi.org/10.1021/acs.energyfuels.9b02518,doi:10.5066/P9OP7GRB
FALSE,TRUE,"Spatial and temporal variability of harmful algal blooms in Milford Lake, Kansas, May through November 2016",US Geological Survey,2019,,https://doi.org/10.3133/sir20185166,doi:10.5066/F78S4P4M
FALSE,TRUE,"California State Waters Map Seriesâ€”Offshore of Gaviota, California",US Geological Survey,2018,,https://doi.org/10.3133/ofr20181023,doi:10.5066/F7TH8JWJ
TRUE,TRUE,"Riparian vegetation, Colorado River, and climate: Five decades of spatiotemporal dynamics in the Grand Canyon with river regulation",American Geophysical Union (AGU),2015,FALSE,https://doi.org/10.1002/2015JG002991,doi:10.5066/F7J67F0P
FALSE,TRUE,The HayWired Earthquake Scenario,US Geological Survey,2017,,https://doi.org/10.3133/sir20175013,doi:10.5066/P94HDTD8
FALSE,TRUE,The State Geologic Map Compilation (SGMC) geodatabase of the conterminous United States,US Geological Survey,2017,,https://doi.org/10.3133/ds1052,doi:10.5066/F7WH2N65
FALSE,TRUE,Assessment of larval fish assemblages and nursery habitat in the St. Clair River delta,Elsevier BV,,,https://doi.org/10.1016/j.jglr.2019.03.010,doi:10.5066/P9VDR3XG
TRUE,TRUE,"Reassessing rainfall in the Luquillo Mountains, Puerto Rico: Local and global ecohydrological implications",Public Library of Science (PLoS),2017,FALSE,https://doi.org/10.1371/journal.pone.0180987,doi:10.5066/F74F1PM2
TRUE,TRUE,Evidence for nonuniform permafrost degradation after fire in boreal landscapes,American Geophysical Union (AGU),2016,FALSE,https://doi.org/10.1002/2015JF003781,doi:10.5066/F7959FM0
TRUE,TRUE,Floodplain Trapping and Cycling Compared to Streambank Erosion of Sediment and Nutrients in an Agricultural Watershed,Wiley,2018,FALSE,https://doi.org/10.1111/1752-1688.12624,doi:10.5066/F7Z036BD
FALSE,TRUE,"Nitrogen concentrations and loads for the Connecticut River at Middle Haddam, Connecticut, computed with the use of autosampling and continuous measurements of water quality for water years 2009 to 2014",US Geological Survey,2018,,https://doi.org/10.3133/sir20185006,doi:10.5066/F7VQ31WT
FALSE,TRUE,Gaps and hotspots in the state of knowledge of pinyon-juniper communities,Elsevier BV,,,https://doi.org/10.1016/j.foreco.2019.117628,doi:10.5066/P9LWZN72
TRUE,TRUE,Statistically Extracted Fundamental Watershed Variables for Estimating the Loads of Total Nitrogen in Small Streams,Springer Science and Business Media LLC,2016,FALSE,https://doi.org/10.1007/s10666-016-9525-3,doi:10.5066/F7TX3CGB
FALSE,TRUE,Statistical correction of lidar-derived digital elevation models with multispectral airborne imagery in tidal marshes,Elsevier BV,,,https://doi.org/10.1016/j.rse.2016.09.020,doi:10.5066/P9GJFZHT
TRUE,TRUE,Behavioral effects of copper on larval white sturgeon,Wiley,2018,FALSE,https://doi.org/10.1002/etc.4293 ,doi:10.5066/P9QB60EV
FALSE,TRUE,Predicting the occurrence of chemicals of emerging concern in surface water and sediment across the U.S. portion of the Great Lakes Basin,Elsevier BV,,,https://doi.org/10.1016/j.scitotenv.2018.09.201,doi:10.5066/F7ZK5FXJ
TRUE,TRUE,Environmental gradients influence differences in leaf functional traits between native and non-native plants,Springer Science and Business Media LLC,2019,FALSE,https://doi.org/10.1007/s00442-019-04498-7,doi:10.5066/P9WCNWEJ
FALSE,TRUE,"Groundwater-flow model and analysis of groundwater and surface-water interactions for the Big Sioux aquifer, Sioux Falls, South Dakota",US Geological Survey,2019,,https://doi.org/10.3133/sir20195117,doi:10.5066/P9O59RO0
FALSE,TRUE,"Potentiometric surface of groundwater-level altitudes near the planned Highway 270 bypass, east of Hot Springs, Arkansas, Julyâ€“August 2017",US Geological Survey,2019,,https://doi.org/10.3133/sim3444,doi:10.5066/F7TD9WK0
FALSE,TRUE,"Methods for estimating regional skewness of annual peak flows in parts of the Great Lakes and Ohio River Basins, based on data through water year 2013",US Geological Survey,2019,,https://doi.org/10.3133/sir20195105,doi:10.5066/P9N7UAFJ
FALSE,TRUE,Development of a dual luciferase activity and fluorescamine protein assay adapted to a 384 micro-well plate format: Reducing variability in human luciferase transactivation cell lines aimed at endocrine active substances,Elsevier BV,,,https://doi.org/10.1016/j.tiv.2017.10.030,doi:10.5066/F7DV1H2F
TRUE,TRUE,Relative abundance and molecular evolution of Lake Sinai Virus (Sinaivirus) clades,PeerJ,2019,TRUE,https://doi.org/10.7717/peerj.6305,doi:10.5066/P9F4YR6P
FALSE,TRUE,"Quality of surface-water supplies in the Triangle Area of North Carolina, water years 2012â€“13",US Geological Survey,2016,,https://doi.org/10.3133/ofr20161137,doi:10.5066/F77M061X
TRUE,TRUE,Establishment of Salsola tragus on aeolian sands: A Southern Colorado Plateau case study,Cambridge University Press (CUP),2019,FALSE,https://doi.org/10.1017/inp.2019.7,doi:10.5066/P992YTCO
TRUE,TRUE,"Detection ofNanophyetus salmincolain Water, Snails, and Fish Tissues by Quantitative Polymerase Chain Reaction",Wiley,2017,FALSE,https://doi.org/10.1080/08997659.2017.1365780,doi:10.5066/F7FN14QN
TRUE,TRUE,Vegetative and geomorphic complexity at tributary junctions on the Colorado and Dolores Rivers: a blueprint for riparian restoration,Springer Science and Business Media LLC,2018,TRUE,https://doi.org/10.1007/s10980-018-0734-9,doi:10.5066/P9SY23J3
TRUE,TRUE,"Acute toxicity of sodium chloride and potassium chloride to a unionid mussel (Lampsilis siliquoidea
) in water exposures",Wiley,2018,FALSE,https://doi.org/10.1002/etc.4206,doi:10.5066/P9HDRZM0
FALSE,TRUE,"Ephemeral seafloor sedimentation during dam removal: Elwha River, Washington",Elsevier BV,,,https://doi.org/10.1016/j.csr.2017.09.005,doi:10.5066/F7CR5RW8
TRUE,TRUE,Temporal variation in genetic structure within the threatened spectacled eider,Springer Science and Business Media LLC,2019,TRUE,https://doi.org/10.1007/s10592-019-01234-9,doi:10.5066/P9F8DV8O
TRUE,TRUE,"Quantifying functional connectivity: The role of breeding habitat, abundance, and landscape features on range-wide gene flow in sage-grouse",Wiley,2018,FALSE,https://doi.org/doi:10.1111/eva.12627,doi:10.5066/F7RB73V0
FALSE,TRUE,Genetic Markâ€“Recapture Improves Estimates of Maternity Colony Size for Indiana Bats,U.S. Fish and Wildlife Service,2017,,https://doi.org/10.3996/122016-JFWM-093,doi:10.5066/F728063T
FALSE,TRUE,Assessing potential effects of highway and urban runoff on receiving streams in total maximum daily load watersheds in Oregon using the stochastic empirical loading and dilution model,US Geological Survey,2019,,https://doi.org/10.3133/sir20195053,doi:10.5066/P9Y6YWG9
TRUE,TRUE,"The potential role of very high-resolution imagery to characterise lake, wetland and stream systems across the Prairie Pothole Region, United States",Informa UK Limited,2019,FALSE,https://doi.org/10.1080/01431161.2019.1582112,doi:10.5066/P9BVAURT
FALSE,TRUE,"Water-quality trends in the nationâ€™s rivers and streams, 1972â€“2012â€”Data preparation, statistical methods, and trend results",US Geological Survey,2017,,https://doi.org/10.3133/sir20175006,doi:10.5066/F7KW5D4H
FALSE,TRUE,"Geologic framework and hydrogeology of the Rio Rico and Nogales 7.5â€™ quadrangles, upper Santa Cruz Basin, Arizona, with three-dimensional hydrogeologic model",US Geological Survey,2018,,https://doi.org/10.3133/sir20185062,doi:10.5066/F7QJ7GHT
FALSE,TRUE,A simplified field protocol for genetic sampling of birds using buccal swabs,Wilson Ornithological Society,,,https://doi.org/10.1676/16-105.1,doi:10.5066/F7ZK5FVN
FALSE,TRUE,Phosphorus Speciation and Solubility in Aeolian Dust Deposited in the Interior American West,American Chemical Society (ACS),2018,,https://doi.org/10.1021/acs.est.7b04729,doi:10.5066/F7RF5T8B
FALSE,TRUE,"Preliminary evaluation of the hydrogeology and groundwater quality of the Mississippi River Valley Alluvial Aquifer and Memphis Aquifer at the Tennessee Valley Authority Allen Power Plants, Memphis, Shelby County, Tennessee",US Geological Survey,2018,,https://doi.org/10.3133/ofr20181097,doi:10.5066/P9LSM5YU
FALSE,TRUE,"Geologic map of the Fort Morgan 7.5' quadrangle, Morgan County, Colorado",US Geological Survey,2018,,https://doi.org/10.3133/sim3408,doi:10.5066/F7QC02PQ
FALSE,TRUE,"Introduction and dispersal of non-native bullseye snakehead Channa marulius (Hamilton, 1822) in the canal system of southeastern Florida, USA",Regional Euro-Asian Biological Invasions Centre Oy (REABIC),2018,,https://doi.org/10.3391/bir.2018.7.4.17,doi:10.5066/F7H70F02
FALSE,TRUE,"Geologic map of the Strawberry Butte 7.5â€™ quadrangle, Meagher County, Montana",US Geological Survey,2017,,https://doi.org/10.3133/sim3379,doi:10.5066/F73J3B61
FALSE,TRUE,An enhanced hydrologic stream network based on the NHDPlus medium resolution dataset,US Geological Survey,2020,,https://doi.org/10.3133/sir20195127,doi:10.5066/P986KZEM
TRUE,TRUE,"Loggerhead sea turtle (Caretta caretta) diving changes with productivity, behavioral mode, and sea surface temperature",Public Library of Science (PLoS),2019,FALSE,https://doi.org/10.1371/journal.pone.0220372,doi:10.5066/P9PY9YBZ
,,,,,,,
TRUE,TRUE,Lionfish (Pterois spp.) invade the upper-bathyal zone in the western Atlantic,PeerJ,2017,FALSE,https://doi.org/10.7717/peerj.3683,doi:10.5066/F7SJ1J3M
FALSE,TRUE,Tree Sampling as a Method to Assess Vapor Intrusion Potential at a Site Characterized by VOC-Contaminated Groundwater and Soil,American Chemical Society (ACS),2017,,https://doi.org/10.1021/acs.est.7b02667,doi:10.5066/F71835D8
TRUE,TRUE,"Thermochronometry Across the Austroalpine-Pennine Boundary, Central Alps, Switzerland: Orogen-Perpendicular Normal Fault Slip on a Major â€œOverthrustâ€ and Its Implications for Orogenesis",American Geophysical Union (AGU),2018,FALSE,https://doi.org/10.1002/2017TC004619,doi:10.5066/F7MK6C54
FALSE,TRUE,Similarities and differences in occurrence and temporal fluctuations in glyphosate and atrazine in small Midwestern streams (USA) during the 2013 growing season,Elsevier BV,,,https://doi.org/10.1016/j.scitotenv.2016.10.236,doi:10.5066/F7SN073J
TRUE,TRUE,Modeling marbled murrelet (Brachyramphus marmoratus) habitat using LiDAR-derived canopy data,Wiley,2014,FALSE,https://doi.org/10.1002/wsb.407,doi:10.5066/P9472SZW
FALSE,TRUE,"Estimates of long-term mean daily streamflow and annual nutrient and suspended-sediment loads considered for use in regional SPARROW models of the Conterminous United States,  2012 base year",US Geological Survey,2019,,https://dx.doi.org/10.3133/sir20195069,doi:10.5066/F7DN436B
TRUE,TRUE,Predicting redox-sensitive contaminant concentrations in groundwater using random forest classification,American Geophysical Union (AGU),2017,FALSE,https://doi.org/10.1002/2016WR020197,doi:10.5066/F7TD9VM1
TRUE,TRUE,Disrupted carbon cycling in restored and unrestored urban streams: Critical timescales and controls,Wiley,2017,FALSE,https://doi.org/10.1002/lno.10613,doi:10.5066/F7HM56Q8
FALSE,TRUE,"Channel mapping river miles 29â€“62 of the Colorado River in Grand Canyon National Park, Arizona, May 2009",US Geological Survey,2017,,https://doi.org/10.3133/ofr20171030,doi:10.5066/F7930RCG
,,,,,,,
