ID,dr_doi,primary,rel_pub_url,journal_name,usgs_pub,pubyear,doi_referenced,doi_location,doi_loc_description,other_reference,other_ref_type,other_ref_location,other_ref_loc_description,notes,Publisher,Linked_From_Landing_Page
680,doi:10.5066/F7PC31BN,TRUE,https://doi.org/10.3133/sir20185017,,,,,,,,,,,,,
681,doi:10.5066/P9O4NDD2,TRUE,https://doi.org/10.1038/s41598-019-45752-5,,,,,,,,,,,,,
682,doi:10.5066/P9TI6MK3,TRUE,https://doi.org/10.1093/jmammal/gyu003,,,,,,,,,,,,,
683,doi:10.5066/F7Q23ZFC,TRUE,https://doi.org/10.1007/s13280-018-1049-4,,,,,,,,,,,,,
684,doi:10.5066/P95WJCJL,TRUE,https://doi.org/10.5066/P95WJCJL,,,,,,,,,,,,,
685,doi:10.5066/F7445JN8,TRUE,https://doi.org/10.3133/sir20165147,,,,,,,,,,,,,
686,doi:10.5066/P9F3YTBP,TRUE,https://doi.org/doi:10.1029/2018JF004837,,,,,,,,,,,,,
687,doi:10.5066/F7HD7TV6,TRUE,https://doi.org/10.1098/rspb.2017.1666,,,,,,,,,,,,,
688,doi:10.5066/F7Q23Z5S,TRUE,https://doi.org/10.3133/sir20175121,,,,,,,,,,,,,
689,doi:10.5066/P9B7G8SX,TRUE,https://doi.org/10.1002/tafs.10172,,,,,,,,,,,,,
690,doi:10.5066/P9DEOYGZ,TRUE,https://doi.org/10.3133/sir20195049,,,,,,,,,,,,,
691,doi:10.5066/P9AAIYOF,TRUE,https://doi.org/10.1021/acs.energyfuels.8b02171,,,,,,,,,,,,,
692,doi:10.5066/F7T43S20,TRUE,https://doi.org/10.1002/2017JC013204,,,,,,,,,,,,,
693,doi:10.5066/F7416WBQ,TRUE,https://doi.org/10.1016/j.fooweb.2018.e00092,,,,,,,,,,,,,
694,doi:10.5066/F73F4NJK,TRUE,https://doi.org/10.1002/jwmg.21585,,,,,,,,,,,,,
695,doi:10.5066/P9DWV93U,TRUE,https://doi.org/10.1186/s13104-018-3671-4,,,,,,,,,,,,,
696,doi:10.5066/P9S3CVNI,TRUE,https://doi.org/10.1016/j.orggeochem.2018.09.010,,,,,,,,,,,,,
697,doi:10.5066/P9NQUAOW,TRUE,https://doi.org/10.1016/j.ocemod.2010.07.010,,,,,,,,,,,,,
698,doi:10.5066/P9TO3HHS,TRUE,https://doi.org/10.5066/P9565EY6,,,,,,,,,,,,,
699,doi:10.5066/F71R6P1H,TRUE,https://doi.org/10.1002/etc.4523,,,,,,,,,,,,,
700,doi:10.5066/F7ST7NRD,TRUE,https://doi.org/10.1656/058.016.0405,,,,,,,,,,,,,
701,doi:10.5066/P9L1F7PT,TRUE,https://doi.org/10.3133/sir20195137,,,,,,,,,,,,,
702,doi:10.5066/F7862DX0,TRUE,https://doi.org/10.3133/sir20175138,,,,,,,,,,,,,
703,doi:10.5066/F7GM86HD,TRUE,https://doi.org/10.1029/2018TC005282,,,,,,,,,,,,,
704,doi:10.5066/P933W4QC,TRUE,https://doi.org/10.1002/eap.1908,,,,,,,,,,,,,
705,doi:10.5066/P9AHFPIN,TRUE,https://doi.org/10.1111/ddi.12937,,,,,,,,,,,,,
706,doi:10.5066/F78S4NT5,TRUE,https://doi.org/10.1016/j.watres.2017.06.048,,,,,,,,,,,,,
707,doi:10.5066/P9H7FIEO,TRUE,https://doi.org/10.3133/sir20195101,,,,,,,,,,,,,
708,doi:10.5066/F7JH3JXM,TRUE,https://doi.org/10.1002/eap.1778,,,,,,,,,,,,,
709,doi:10.5066/F7C24VQ0,TRUE,https://doi.org/10.3133/ofr20181167,,,,,,,,,,,,,
710,doi:10.5066/P9A64801,TRUE,https://doi.org/10.3133/sir20195095,,,,,,,,,,,,,
711,doi:10.5066/P9T6QGRL,TRUE,https://doi.org/10.1111/jai.13841,,,,,,,,,,,,,
712,doi:10.5066/P9BLVVQ2,TRUE,https://doi.org/10.3133/fs20163085,,,,,,,,,,,,,
713,doi:10.5066/F78G8JN3,TRUE,https://doi.org/10.3390/su9111919,,,,,,,,,,,,,
714,doi:10.5066/F7B856CS,TRUE,https://doi.org/10.1111/oik.04282,,,,,,,,,,,,,
715,doi:10.5066/F7N29VTQ,TRUE,https://doi.org/10.3133/ofr20101171,,,,,,,,,,,,,
716,doi:10.5066/P9NRAY6F,TRUE,https://doi.org/10.1093/condor/duz056,,,,,,,,,,,,,
717,doi:10.5066/P9JJYKWD,TRUE,https://doi.org/10.3133/sir20185053,,,,,,,,,,,,,
718,doi:10.5066/P9XDVRMT,TRUE,https://doi.org/10.3133/sim3431,,,,,,,,,,,,,
719,doi:10.5066/P9YRTNHI,TRUE,https://doi.org/10.3391/mbi.2019.10.3.09,,,,,,,,,,,,,
720,doi:10.5066/F7Z036NF,TRUE,https://doi.org/10.1016/j.scitotenv.2017.07.247,,,,,,,,,,,,,
721,doi:10.5066/F75719Z7,TRUE,https://doi.org/10.1016/j.jconhyd.2018.09.001,,,,,,,,,,,,,
722,doi:10.5066/F77W6B4Z,TRUE,https://doi.org/10.2175/193864717822156730,,,,,,,,,,,,,
723,doi:10.5066/F74M92NT,TRUE,https://doi.org/10.3133/sim3368,,,,,,,,,,,,,
724,doi:10.5066/P9RPHH50,TRUE,https://doi.org/10.3133/ds1121,,,,,,,,,,,,,
725,doi:10.5066/F70Z71JH,TRUE,https://doi.org/10.1128/AEM.01198-17,,,,,,,,,,,,,
726,doi:10.5066/F7XG9P83,TRUE,https://doi.org/10.3133/ofr20161100,,,,,,,,,,,,,
727,doi:10.5066/F7P26X39,TRUE,https://doi.org/10.3133/sir20185094,,,,,,,,,,,,,
728,doi:10.5066/F7GB2291,TRUE,https://doi.org/10.3133/sim3391,,,,,,,,,,,,,
729,doi:10.5066/P9GS2P5E,TRUE,https://doi.org/10.3391/mbi.2018.9.3.12,,,,,,,,,,,,,
730,doi:10.5066/F7959GF5,TRUE,https://doi.org/10.5066/F7V122T2,,,,,,,,,,,,,
731,doi:10.5066/P9YMXJAF,TRUE,https://doi.org/10.1002/mcf2.10035,,,,,,,,,,,,,
732,doi:10.5066/F7F76BSS,TRUE,https://doi.org/10.1111/gwat.12806,,,,,,,,,,,,,
733,doi:10.5066/P9YA4STZ,TRUE,https://doi.org/10.3133/sir20185114,,,,,,,,,,,,,
734,doi:10.5066/P9344TOS,TRUE,https://doi.org/10.3133/sir20195107,,,,,,,,,,,,,
735,doi:10.5066/F7GF0SFS,TRUE,https://doi.org/10.1002/2017GL076807,,,,,,,,,,,,,
736,doi:10.5066/P93VJE52,TRUE,https://doi.org/10.1177/0300985818798132,,,,,,,,,,,,,
737,doi:10.5066/P9WXHRGQ,TRUE,https://doi.org/10.1111/nrm.12252,,,,,,,,,,,,,
738,doi:10.5066/P9JU4BQO,TRUE,https://doi.org/10.3133/sir20145149,,,,,,,,,,,,,
739,doi:10.5066/P9MD7KUL,TRUE,https://doi.org/10.3133/sir20195068,,,,,,,,,,,,,
740,doi:10.5066/P9HQSMCR,TRUE,https://doi.org/10.5066/P9HQSMCR,,,,,,,,,,,,,
741,doi:10.5066/P9K9V7YW,TRUE,https://doi.org/10.3996/112018-JFWM-102,,,,,,,,,,,,,
742,doi:10.5066/F7Z60M4M,TRUE,https://doi.org/10.3133/sir20165071,,,,,,,,,,,,,
743,doi:10.5066/F79022PZ,TRUE,https://doi.org/10.1111/1365-2745.12863,,,,,,,,,,,,,
744,doi:10.5066/P9DQOE6D,TRUE,https://doi.org/10.2118/189901-MS,,,,,,,,,,,,,
745,doi:10.5066/P9O2ZV0M,TRUE,https://doi.org/10.3133/ofr20191088,,,,,,,,,,,,,
746,doi:10.5066/P9ON8U5U,TRUE,https://doi.org/10.3133/ofr20191063,,,,,,,,,,,,,
747,doi:10.5066/F71R6NMQ,TRUE,https://doi.org/10.1002/2016WR018797,,,,,,,,,,,,,
748,doi:10.5066/F70P0XHD,TRUE,https://doi.org/10.1016/j.dsr2.2017.08.007,,,,,,,,,,,,,
749,doi:10.5066/F72Z13N1,TRUE,https://doi.org/10.3133/ofr20171107,,,,,,,,,,,,,
750,doi:10.5066/F75H7DCW,TRUE,https://doi.org/10.3133/ofr20161207,,,,,,,,,,,,,
751,doi:10.5066/F72806JN,TRUE,https://doi.org/10.1002/pan3.10062,,,,,,,,,,,,,
752,doi:10.5066/P9EVITTP,TRUE,https://doi.org/10.3133/sir20185089,,,,,,,,,,,,,
753,doi:10.5066/F7PV6HTP,TRUE,https://doi.org/10.3133/sir20125155,,,,,,,,,,,,,
754,doi:10.5066/P9FCRGHF,TRUE,https://doi.org/10.1002/ecs2.2453,,,,,,,,,,,,,
755,doi:10.5066/F7FN155W,TRUE,https://doi.org/10.1111/maec.12508,,,,,,,,,,,,,
756,doi:10.5066/F75M63V3,TRUE,https://doi.org/10.1637/11476-072616-ResNote,,,,,,,,,,,,,
757,doi:10.5066/F7028PSX,TRUE,https://doi.org/10.1016/j.scitotenv.2017.07.018,,,,,,,,,,,,,
758,doi:10.5066/F7M906TJ,TRUE,https://doi.org/10.1016/j.jhydrol.2017.09.004,,,,,,,,,,,,,
759,doi:10.5066/P9ZRJ3XU,TRUE,https://doi.org/10.1002/ece3.5401,,,,,,,,,,,,,
760,doi:10.5066/P9M4VGL9,TRUE,https://doi.org/10.3133/fs20183074,,,,,,,,,,,,,
761,doi:10.5066/P9SFRUZJ,TRUE,https://doi.org/10.1002/ieam.4202,,,,,,,,,,,,,
762,doi:10.5066/P96N5PVE,TRUE,https://doi.org/10.3354/meps12891,,,,,,,,,,,,,
763,doi:10.5066/P9Y491AY,TRUE,https://doi.org/10.1785/0220190179,,,,,,,,,,,,,
764,doi:10.5066/P9PY1ULV,TRUE,https://doi.org/10.1242/jeb.108894,,,,,,,,,,,,,
765,doi:10.5066/F75B00XQ,TRUE,https://doi.org/10.3133/sim3382,,,,,,,,,,,,,
766,doi:10.5066/F7TM78C5,TRUE,https://doi.org/10.3133/ds1069,,,,,,,,,,,,,
767,doi:10.5066/P9HWCOBP,TRUE,https://doi.org/10.1088/1748-9326/aaf0cc,,,,,,,,,,,,,
768,doi:10.5066/F7NS0S4R,TRUE,https://doi.org/10.1111/geb.12726,,,,,,,,,,,,,
769,doi:10.5066/P9GZEE4E,TRUE,https://doi.org/10.3133/sir20175128,,,,,,,,,,,,,
770,doi:10.5066/P9SNWMJY,TRUE,https://doi.org/10.2744/CCB-1394.1,,,,,,,,,,,,,
771,doi:10.5066/F72R3PXB,TRUE,https://doi.org/10.3133/sir20175137,,,,,,,,,,,,,
772,doi:10.5066/P9Q8SITV,TRUE,https://doi.org/10.1002/jwmg.21788,,,,,,,,,,,,,
773,doi:10.5066/F77S7KVM,TRUE,https://doi.org/10.3133/ds974,,,,,,,,,,,,,
774,doi:10.5066/F7V1230Q,TRUE,https://doi.org/10.1130/0091-7613(2000)28<883:DMSOHV>2.0.CO;2,,,,,,,,,,,,,
775,doi:10.5066/F73F4MS9,TRUE,https://doi.org/10.3133/ofr20171115,,,,,,,,,,,,,
776,doi:10.5066/F7154F7P,TRUE,https://doi.org/10.1111/1365-2656.12679,,,,,,,,,,,,,
777,doi:10.5066/F72806H6,TRUE,https://doi.org/10.3996/092017-JFWM-076,,,,,,,,,,,,,
778,doi:10.5066/F7862FNT,TRUE,https://doi.org/10.1016/j.ijdrr.2018.03.009,,,,,,,,,,,,,
779,doi:10.5066/P9CCXO7R,TRUE,https://doi.org/10.5066/P9565EY6,,,,,,,,,,,,,
780,doi:10.5066/P9MSBGDW,TRUE,https://doi.org/10.1016/j.jvolgeores.2017.12.002,,,,,,,,,,,,,
781,doi:10.5066/P90Q8BCP,TRUE,https://doi.org/10.3390/rs11243009,,,,,,,,,,,,,
782,doi:10.5066/F7GH9G3P,TRUE,https://doi.org/10.3133/sir20175119,,,,,,,,,,,,,
783,doi:10.5066/F7JS9PDK,TRUE,https://doi.org/10.1371/journal.pone.0187742,,,,,,,,,,,,,
784,doi:10.5066/F7NG4NVX,TRUE,https://doi.org/10.3133/sir20185010,,,,,,,,,,,,,
785,doi:10.5066/F7639P23,TRUE,https://doi.org/10.1111/jai.13994,,,,,,,,,,,,,
786,doi:10.5066/P9R5MQJO,TRUE,https://doi.org/10.1007/s00128-018-2422-5,,,,,,,,,,,,,
787,doi:10.5066/P9A9P44R,TRUE,https://doi.org/10.1002/lno.11399,,,,,,,,,,,,,
788,doi:10.5066/F77M076K,TRUE,https://doi.org/10.1029/2018JB015872,,,,,,,,,,,,,
789,doi:10.5066/F7F18XX9,TRUE,https://doi.org/10.3133/sir20185150,,,,,,,,,,,,,
790,doi:10.5066/P94A3X5X,TRUE,https://doi.org/10.5066/P9565EY6,,,,,,,,,,,,,
791,doi:10.5066/F7XK8DTM,TRUE,https://doi.org/10.1093/auk/uky007,,,,,,,,,,,,,
792,doi:10.5066/F77P8XND,TRUE,https://doi.org/10.2134/jeq2017.11.0462,,,,,,,,,,,,,
793,doi:10.5066/F73J3B0B,TRUE,https://dx.doi.org/10.3133/ofr20141252,,,,,,,,,,,,,
794,doi:10.5066/F76W984Z,TRUE,https://doi.org/10.1890/ES14-00318.1,,,,,,,,,,,,,
795,doi:10.5066/F7X63KWW,TRUE,https://doi.org/10.3390/f8100383,,,,,,,,,,,,,
796,doi:10.5066/F7ZP45D5,TRUE,https://dx.doi.org/10.5066/F7D21VS2,,,,,,,,,,,,,
797,doi:10.5066/F7KD1WC3,TRUE,https://doi.org/10.2112/SI78-005.1,,,,,,,,,,,,,
798,doi:10.5066/F72N51M5,TRUE,https://doi.org/10.3133/sim3417,,,,,,,,,,,,,
799,doi:10.5066/F74B30JM,TRUE,https://doi.org/10.3133/sim3381,,,,,,,,,,,,,
800,doi:10.5066/F7FX78CV,TRUE,https://doi.org/10.1111/1365-2664.13109,,,,,,,,,,,,,
801,doi:10.5066/F7RR1WDJ,TRUE,https://doi.org/10.3133/ds1035,,,,,,,,,,,,,
802,doi:10.5066/P93VHNK3,TRUE,https://doi.org/10.18194/ws.00145,,,,,,,,,,,,,
803,doi:10.5066/F7CJ8BJW,TRUE,https://doi.org/10.3133/ofr20151191,,,,,,,,,,,,,
804,doi:10.5066/F7668B9R,TRUE,https://doi.org/10.1021/acs.jchemed.6b00510,,,,,,,,,,,,,
805,doi:10.5066/F7125RW8,TRUE,https://doi.org/10.1002/ecs2.1849,,,,,,,,,,,,,
806,doi:10.5066/P92D26LI,TRUE,https://doi.org/10.1021/acs.est.8b05592,,,,,,,,,,,,,
807,doi:10.5066/F70Z71GM,TRUE,https://doi.org/10.1016/j.jconhyd.2017.06.006,,,,,,,,,,,,,
808,doi:10.5066/P98IQWT4,TRUE,https://doi.org/10.1111/mms.12556,,,,,,,,,,,,,
809,doi:10.5066/F7H13105,TRUE,https://doi.org/10.3133/sir20115012,,,,,,,,,,,,,
810,doi:10.5066/P9RLNCAE,TRUE,https://doi.org/10.1002/nafm.10216,,,,,,,,,,,,,
811,doi:10.5066/F7V40SDN,TRUE,https://doi.org/10.1016/j.scitotenv.2017.05.192,,,,,,,,,,,,,
812,doi:10.5066/P99ON7B2,TRUE,https://doi.org/10.5066/P9565EY6,,,,,,,,,,,,,
813,doi:10.5066/P9D5ASO0,TRUE,https://doi.org/10.1016/j.coal.2018.09.017,,,,,,,,,,,,,
814,doi:10.5066/F71C1V1W,TRUE,https://doi.org/10.3133/sir20175064,,,,,,,,,,,,,
815,doi:10.5066/P9391PBK,TRUE,https://doi.org/10.1128/AAC.00758-19,,,,,,,,,,,,,
816,doi:10.5066/P98RJ12I,TRUE,https://doi.org/10.3133/ofr20191122,,,,,,,,,,,,,
817,doi:10.5066/F7WS8RB7,TRUE,https://doi.org/10.1007/s10592-014-0654-4,,,,,,,,,,,,,
818,doi:10.5066/F70K26Q4,TRUE,https://doi.org/10.3133/sir20185160,,,,,,,,,,,,,
819,doi:10.5066/F76H4FH8,TRUE,https://doi.org/10.1371/journal.pone.0150547,,,,,,,,,,,,,
820,doi:10.5066/F76W988R,TRUE,https://doi.org/10.2737/RMRS-GTR-377,,,,,,,,,,,,,
821,doi:10.5066/F74Q7SXC,TRUE,https://doi.org/10.1650/CONDOR-18-98.1,,,,,,,,,,,,,
822,doi:10.5066/F70863G5,TRUE,https://doi.org/10.1021/acs.est.7b00012,,,,,,,,,,,,,
823,doi:10.5066/F7KW5F04,TRUE,https://doi.org/10.3390/rs9101020,,,,,,,,,,,,,
824,doi:10.5066/P9P5WHVH,TRUE,https://doi.org/10.3133/ofr20121182,,,,,,,,,,,,,
825,doi:10.5066/F72N515B,TRUE,https://doi.org/10.5066/F7V122T2,,,,,,,,,,,,,
826,doi:10.5066/P963SDEY,TRUE,https://doi.org/10.3133/sir20185066,,,,,,,,,,,,,
827,doi:10.5066/F7KH0MMK,TRUE,https://doi.org/doi:10.1002/eco.1988,,,,,,,,,,,,,
828,doi:10.5066/P901K3RP,TRUE,https://doi.org/10.1016/j.ecolmodel.2019.108869,,,,,,,,,,,,,
829,doi:10.5066/F7XS5SW0,TRUE,https://doi.org/10.2136/sssaj2016.05.0151,,,,,,,,,,,,,
830,doi:10.5066/F71Z42V4,TRUE,https://doi.org/10.3133/ofr20171160,,,,,,,,,,,,,
831,doi:10.5066/F7W66HWW,TRUE,https://doi.org/10.3133/sir20175069,,,,,,,,,,,,,
832,doi:10.5066/F7610XG8,TRUE,https://doi.org/10.3133/sir20165113,,,,,,,,,,,,,
833,doi:10.5066/F7T43R6C,TRUE,https://doi.org/10.3133/sir20165162,,,,,,,,,,,,,
834,doi:10.5066/F70R9MJ7,TRUE,https://doi.org/10.1002/eco.1802,,,,,,,,,,,,,
835,doi:10.5066/F7DF6P9D,TRUE,https://doi.org/10.1371/journal.pone.0182868,,,,,,,,,,,,,
836,doi:10.5066/F7R78CCC,TRUE,https://doi.org/10.1007/s10040-017-1566-4,,,,,,,,,,,,,
837,doi:10.5066/F7959GVJ,TRUE,https://doi.org/10.3133/ofr20181098,,,,,,,,,,,,,
838,doi:10.5066/F7N58JG5,TRUE,https://doi.org/10.3133/sir20165142,,,,,,,,,,,,,
839,doi:10.5066/F7V986X3,TRUE,https://doi.org/10.1016/j.jaridenv.2017.10.001,,,,,,,,,,,,,
840,doi:10.5066/P9N23XJ6,TRUE,https://doi.org/10.3133/sim2899,,,,,,,,,,,,,
841,doi:10.5066/F7N877WG,TRUE,https://doi.org/10.3133/sir20165095,,,,,,,,,,,,,
842,doi:10.5066/F7PC30KC,TRUE,https://doi.org/10.3133/sir20175080,,,,,,,,,,,,,
843,doi:10.5066/F79G5M11,TRUE,https://doi.org/10.3133/sir20185048,,,,,,,,,,,,,
844,doi:10.5066/F7057D2V,TRUE,https://doi.org/10.3133/ofr20161171,,,,,,,,,,,,,
845,doi:10.5066/P96T6UL6,TRUE,https://doi.org/10.5066/P9565EY6,,,,,,,,,,,,,
846,doi:10.5066/P9L2YMV,TRUE,https://doi.org/10.1111/jawr.12057,,,,,,,,,,,,,
847,doi:10.5066/P9U2WG04,TRUE,https://doi.org/10.3133/sir20195038,,,,,,,,,,,,,
848,doi:10.5066/F7B856NC,TRUE,https://doi.org/10.1002/rra.3270,,,,,,,,,,,,,
849,doi:10.5066/P9UE9KW6,TRUE,https://doi.org/10.1643/CH-18-031,,,,,,,,,,,,,
850,doi:10.5066/P9RYXNS4,TRUE,https://doi.org/10.1007/s10530-018-1772-6,,,,,,,,,,,,,
851,doi:10.5066/P9PTJ0PO,TRUE,https://doi.org/10.1371/journal.pone.0112251,,,,,,,,,,,,,
852,doi:10.5066/P9KUATM7,TRUE,https://doi.org/10.1111/rec.13061,,,,,,,,,,,,,
853,doi:10.5066/F7H994DT,TRUE,https://doi.org/10.7717/peerj.4496,,,,,,,,,,,,,
854,doi:10.5066/P9Z4C9LE,TRUE,https://doi.org/10.5066/xxxxxxxx,,,,,,,,,,,,,
855,doi:10.5066/F7CC0XTR,TRUE,https://doi.org/10.1016/j.aeolia.2017.12.001,,,,,,,,,,,,,
856,doi:10.5066/F7CF9NMV,TRUE,https://doi.org/10.1080/00028487.2017.1302993,,,,,,,,,,,,,
857,doi:10.5066/F7P26W9K,TRUE,https://doi.org/10.3133/tm6B35,,,,,,,,,,,,,
858,doi:10.5066/P9SRSHV2,TRUE,https://doi.org/10.1038/s41598-018-33806-z,,,,,,,,,,,,,
859,doi:10.5066/P9LKQ80K,TRUE,https://doi.org/10.5066/P9UAZ6FO,,,,,,,,,,,,,
860,doi:10.5066/F7542KR6,TRUE,https://doi.org/10.3133/sir20175064,,,,,,,,,,,,,
861,doi:10.5066/F7251GBM,TRUE,https://doi.org/10.1016/j.envpol.2017.11.065,,,,,,,,,,,,,
862,doi:10.5066/P9E8RE9I,TRUE,https://doi.org/10.1371/journal.pone.0226087,,,,,,,,,,,,,
863,doi:10.5066/F78P5XQG,TRUE,https://doi.org/10.3133/ofr20171132,,,,,,,,,,,,,
864,doi:10.5066/F75Q4TZD,TRUE,https://doi.org/10.3133/sir20185030,,,,,,,,,,,,,
865,doi:10.5066/F79P2ZQ2,TRUE,https://doi.org/10.1890/14-2211.1,,,,,,,,,,,,,
866,doi:10.5066/P9VO1KF9,TRUE,https://doi.org/10.1111/gwat.12822,,,,,,,,,,,,,
867,doi:10.5066/P9UTAE37,TRUE,https://doi.org/10.5194/bg-14-1739-2017,,,,,,,,,,,,,
868,doi:10.5066/F7K935SH,TRUE,https://doi.org/10.3133/sir20185094,,,,,,,,,,,,,
869,doi:10.5066/F75M647F,TRUE,https://doi.org/10.1002/rra.3270,,,,,,,,,,,,,
870,doi:10.5066/F77942XB,TRUE,https://doi.org/10.3133/sir20185064,,,,,,,,,,,,,
871,doi:10.5066/P9JKIZOB,TRUE,https://doi.org/10.5066/P9565EY6,,,,,,,,,,,,,
872,doi:10.5066/P9RNMPLN,TRUE,https://doi.org/10.1130/B35233.1,,,,,,,,,,,,,
873,doi:10.5066/P9MC98OM,TRUE,https://doi.org/10.3133/sir20175037,,,,,,,,,,,,,
874,doi:10.5066/P91W32MT,TRUE,https://doi.org/10.2134/jeq2019.01.0011,,,,,,,,,,,,,
875,doi:10.5066/P9H0PQ93,TRUE,https://doi.org/10.3133/pp1854,,,,,,,,,,,,,
876,doi:10.5066/P91S1MQW,TRUE,https://doi.org/10.1029/2018GL078196,,,,,,,,,,,,,
877,doi:10.5066/F7W37TF4,TRUE,https://doi.org/10.1002/2016WR019129,,,,,,,,,,,,,
878,doi:10.5066/P9CL7K3F,TRUE,https://doi.org/10.1021/acs.est.8b05592,,,,,,,,,,,,,
879,doi:10.5066/P9E8IPCI,TRUE,https://doi.org/10.3133/ofr20181138,,,,,,,,,,,,,
880,doi:10.5066/P9LNLEDF,TRUE,https://doi.org/10.1016/j.biocon.2019.05.017,,,,,,,,,,,,,
881,doi:10.5066/P9VWY11M,TRUE,https://doi.org/10.2134/jeq2018.11.0408,,,,,,,,,,,,,
882,doi:10.5066/F76D5RXQ,TRUE,https://doi.org/10.3133/sim3386,,,,,,,,,,,,,
883,doi:10.5066/F7Z60MJ0,TRUE,https://doi.org/10.3133/sim3390,,,,,,,,,,,,,
884,doi:10.5066/P9QUV0TS,TRUE,https://doi.org/10.1111/gwat.12915,,,,,,,,,,,,,
885,doi:10.5066/P9FEL6MS,TRUE,https://doi.org/10.3133/sir20185101,,,,,,,,,,,,,
886,doi:10.5066/F71R6NN5,TRUE,https://doi.org/10.3133/sir20165136,,,,,,,,,,,,,
887,doi:10.5066/F7RF5S3P,TRUE,https://doi.org/10.1039/c6ew00128a,,,,,,,,,,,,,
888,doi:10.5066/P915GGE,TRUE,https://doi.org/10.1111/jai.14000,,,,,,,,,,,,,
889,doi:10.5066/F7HQ3XV1,TRUE,https://doi.org/10.1650/CONDOR-16-210.1,,,,,,,,,,,,,
890,doi:10.5066/F70C4T8F,TRUE,https://doi.org/10.1007/s11273-017-9554-y,,,,,,,,,,,,,
891,doi:10.5066/F7NZ85WX,TRUE,https://doi.org/10.3133/ofr20171095,,,,,,,,,,,,,
892,doi:10.5066/P9HW348R,TRUE,https://doi.org/10.3133/sir20195091,,,,,,,,,,,,,
893,doi:10.5066/F7S180NN,TRUE,https://doi.org/10.3133/sir20185094,,,,,,,,,,,,,
894,doi:10.5066/F7TM785G,TRUE,https://doi.org/10.3133/ofr20161024,,,,,,,,,,,,,
895,doi:10.5066/P9KWA9VZ,TRUE,https://doi.org/10.1007/s13258-019-00819-5,,,,,,,,,,,,,
896,doi:10.5066/P960W8MD,TRUE,https://doi.org/10.3389/fevo.2019.00493,,,,,,,,,,,,,
897,doi:10.5066/F7HH6HKJ,TRUE,https://doi.org/10.1002/ece3.4423,,,,,,,,,,,,,
898,doi:10.5066/F72805TT,TRUE,https://doi.org/10.3133/wri004168,,,,,,,,,,,,,
899,doi:10.5066/F7M906V0,TRUE,https://doi.org/10.1073/pnas.1618926114,,,,,,,,,,,,,
900,doi:10.5066/F7VX0DRH,TRUE,https://doi.org/10.1021/acs.est.8b01945,,,,,,,,,,,,,
901,doi:10.5066/P92CEFXN,TRUE,https://doi.org/10.3133/sir20185086,,,,,,,,,,,,,
902,doi:10.5066/P9K36P5S,TRUE,https://doi.org/10.3133/ofr20191137 ,,,,,,,,,,,,,
903,doi:10.5066/P9NCAIKN,TRUE,https://doi.org/10.3133/sir20195099,,,,,,,,,,,,,
904,doi:10.5066/P9N958Z8,TRUE,https://doi.org/10.1016/j.gecco.2018.e00427,,,,,,,,,,,,,
905,doi:10.5066/F7KH0MK4,TRUE,https://doi.org/10.3133/sir20185131,,,,,,,,,,,,,
906,doi:10.5066/P9HZCRGV,TRUE,https://doi.org/10.3133/ds1099,,,,,,,,,,,,,
907,doi:10.5066/P9SYHGUV,TRUE,https://doi.org/10.1130/GES02085.1,,,,,,,,,,,,,
908,doi:10.5066/P9ZNIHT7,TRUE,https://doi.org/10.1016/j.epsl.2018.06.009,,,,,,,,,,,,,
909,doi:10.5066/F7MG7MJ9,TRUE,https://doi.org/10.3133/ofr20041065,,,,,,,,,,,,,
910,doi:10.5066/P9YBAKC2,TRUE,https://doi.org/10.1016/j.geoderma.2019.03.037,,,,,,,,,,,,,
911,doi:10.5066/P99MQF8J,TRUE,https://doi.org/10.1007/s11829-018-9660-7,,,,,,,,,,,,,
912,doi:10.5066/F73F4NXH,TRUE,https://doi.org/10.3133/sir2018504,,,,,,,,,,,,,
913,doi:10.5066/F7000069,TRUE,https://doi.org/10.3133/ofr20171045,,,,,,,,,,,,,
914,doi:10.5066/P9JZZE4W,TRUE,https://doi.org/10.1038/s41598-018-28468-w,,,,,,,,,,,,,
915,doi:10.5066/F7VH5M2S,TRUE,https://doi.org/10.3133/sir20175055,,,,,,,,,,,,,
916,doi:10.5066/P9YP0U7D,TRUE,https://doi.org/10.1785/0120000060,,,,,,,,,,,,,
917,doi:10.5066/F71J98QK,TRUE,https://doi.org/10.1016/j.rama.2018.09.004,,,,,,,,,,,,,
918,doi:10.5066/F74M93RK,TRUE,https://doi.org/10.3133/ds1079,,,,,,,,,,,,,
919,doi:10.5066/F79K48RZ,TRUE,https://doi.org/10.1016/j.crm.2017.07.002,,,,,,,,,,,,,
920,doi:10.5066/F7MP51H4,TRUE,https://doi.org/10.1111/2041-210X.12910,,,,,,,,,,,,,
921,doi:10.5066/F71R6NPM,TRUE,https://doi.org/10.3133/ofr20171017,,,,,,,,,,,,,
922,doi:10.5066/F78914ZS,TRUE,https://doi.org/10.1016/j.jenvman.2018.02.083,,,,,,,,,,,,,
923,doi:10.5066/P9XO3SGF,TRUE,https://doi.org/XX.XXXX,,,,,,,,,,,,,
924,doi:10.5066/P99RNGXH,TRUE,https://doi.org/10.1111/1365-2745.13176,,,,,,,,,,,,,
925,doi:10.5066/P9B8XH6E,TRUE,https://doi.org/10.1016/j.jviromet.2020.113818,,,,,,,,,,,,,
